strategy,symbol,p_min_gap_atr,p_rr_target,p_stop_atr_mult,n_trades_total,train_n,train_hit,train_e,train_t,train_mean_gross_usd,train_mean_risk_ticks,oos_n,oos_hit,oos_e,oos_t,oos_mean_gross_usd,oos_mean_risk_ticks,oos_breakeven_slip_ticks,oos_mean_net_usd_at_slip_0_0,oos_hit_rate_at_slip_0_0,oos_mean_net_usd_at_slip_0_25,oos_hit_rate_at_slip_0_25,oos_mean_net_usd_at_slip_0_5,oos_hit_rate_at_slip_0_5,oos_mean_net_usd_at_slip_1_0,oos_hit_rate_at_slip_1_0
gap_fill_wide,ZF,0.5,1.5,1.5,19,11,0.6364,1.7032,2.2859,44.59,0.00,8,0.3750,0.1016,0.1841,3.17,0.00,0.203,3.17,0.3750,-0.73,0.3750,-4.64,0.1250,-12.45,0.1250
gap_fill_wide,ZF,0.5,1.0,2.0,28,15,0.6667,1.1608,2.4246,41.37,0.00,13,0.6154,0.4088,1.2261,12.53,0.00,0.802,12.53,0.6154,8.63,0.6154,4.72,0.2308,-3.09,0.1538
gap_fill_wide,ZF,0.5,1.25,2.0,15,11,0.7273,1.5829,2.7373,60.98,0.00,4,0.5000,0.4761,0.5583,32.37,0.00,∞,32.37,0.5000,28.46,0.5000,24.55,0.5000,16.74,0.5000
gap_fill_wide,ZF,0.5,1.5,2.0,13,9,0.6667,1.6213,2.2709,64.11,0.00,4,0.5000,0.4761,0.5583,32.37,0.00,∞,32.37,0.5000,28.46,0.5000,24.55,0.5000,16.74,0.5000
gap_fill_wide,ZF,0.75,1.0,1.0,340,198,0.5859,0.4427,4.2707,4.46,0.00,142,0.6127,0.4547,4.4855,2.88,0.00,0.184,2.88,0.6127,-1.03,0.6127,-4.94,0.0282,-12.75,0.0141
gap_fill_wide,ZF,0.75,1.25,1.0,163,84,0.5833,0.7473,3.6864,8.39,0.00,79,0.6203,0.6148,4.1410,3.57,0.00,0.228,3.57,0.6203,-0.34,0.6203,-4.25,0.0253,-12.06,0.0127
gap_fill_wide,ZF,0.75,1.5,1.0,86,48,0.6250,1.1343,3.6256,13.68,0.00,38,0.6053,0.7452,3.0913,4.41,0.00,0.282,4.41,0.6053,0.50,0.6053,-3.41,0.0526,-11.22,0.0263
gap_fill_wide,ZF,0.75,1.0,1.5,86,48,0.6250,0.6312,2.7780,11.17,0.00,38,0.6053,0.3652,1.9572,3.11,0.00,0.199,3.11,0.6053,-0.79,0.6053,-4.70,0.0526,-12.51,0.0263
gap_fill_wide,ZF,0.75,1.25,1.5,28,15,0.6000,1.2935,2.1872,30.45,0.00,13,0.5385,0.4038,1.0421,4.51,0.00,0.288,4.51,0.5385,0.60,0.5385,-3.31,0.1538,-11.12,0.0769
gap_fill_wide,ZF,0.75,1.5,1.5,19,11,0.6364,1.7032,2.2859,44.59,0.00,8,0.3750,0.1016,0.1841,3.17,0.00,0.203,3.17,0.3750,-0.73,0.3750,-4.64,0.1250,-12.45,0.1250
gap_fill_wide,ZF,0.75,1.0,2.0,28,15,0.6667,1.1608,2.4246,41.37,0.00,13,0.6154,0.4088,1.2261,12.53,0.00,0.802,12.53,0.6154,8.63,0.6154,4.72,0.2308,-3.09,0.1538
gap_fill_wide,ZF,0.75,1.25,2.0,15,11,0.7273,1.5829,2.7373,60.98,0.00,4,0.5000,0.4761,0.5583,32.37,0.00,∞,32.37,0.5000,28.46,0.5000,24.55,0.5000,16.74,0.5000
gap_fill_wide,ZF,0.75,1.5,2.0,13,9,0.6667,1.6213,2.2709,64.11,0.00,4,0.5000,0.4761,0.5583,32.37,0.00,∞,32.37,0.5000,28.46,0.5000,24.55,0.5000,16.74,0.5000
gap_fill_wide,ZF,1.0,1.0,1.0,340,198,0.5859,0.4427,4.2707,4.46,0.00,142,0.6127,0.4547,4.4855,2.88,0.00,0.184,2.88,0.6127,-1.03,0.6127,-4.94,0.0282,-12.75,0.0141
gap_fill_wide,ZF,1.0,1.25,1.0,163,84,0.5833,0.7473,3.6864,8.39,0.00,79,0.6203,0.6148,4.1410,3.57,0.00,0.228,3.57,0.6203,-0.34,0.6203,-4.25,0.0253,-12.06,0.0127
gap_fill_wide,ZF,1.0,1.5,1.0,86,48,0.6250,1.1343,3.6256,13.68,0.00,38,0.6053,0.7452,3.0913,4.41,0.00,0.282,4.41,0.6053,0.50,0.6053,-3.41,0.0526,-11.22,0.0263
gap_fill_wide,ZF,1.0,1.0,1.5,86,48,0.6250,0.6312,2.7780,11.17,0.00,38,0.6053,0.3652,1.9572,3.11,0.00,0.199,3.11,0.6053,-0.79,0.6053,-4.70,0.0526,-12.51,0.0263
gap_fill_wide,ZF,1.0,1.25,1.5,28,15,0.6000,1.2935,2.1872,30.45,0.00,13,0.5385,0.4038,1.0421,4.51,0.00,0.288,4.51,0.5385,0.60,0.5385,-3.31,0.1538,-11.12,0.0769
gap_fill_wide,ZF,1.0,1.5,1.5,19,11,0.6364,1.7032,2.2859,44.59,0.00,8,0.3750,0.1016,0.1841,3.17,0.00,0.203,3.17,0.3750,-0.73,0.3750,-4.64,0.1250,-12.45,0.1250
gap_fill_wide,ZF,1.0,1.0,2.0,28,15,0.6667,1.1608,2.4246,41.37,0.00,13,0.6154,0.4088,1.2261,12.53,0.00,0.802,12.53,0.6154,8.63,0.6154,4.72,0.2308,-3.09,0.1538
gap_fill_wide,ZF,1.0,1.25,2.0,15,11,0.7273,1.5829,2.7373,60.98,0.00,4,0.5000,0.4761,0.5583,32.37,0.00,∞,32.37,0.5000,28.46,0.5000,24.55,0.5000,16.74,0.5000
gap_fill_wide,ZF,1.0,1.5,2.0,13,9,0.6667,1.6213,2.2709,64.11,0.00,4,0.5000,0.4761,0.5583,32.37,0.00,∞,32.37,0.5000,28.46,0.5000,24.55,0.5000,16.74,0.5000
gap_fill_wide,ZF,1.25,1.0,1.0,163,84,0.5833,0.7473,3.6864,8.39,0.00,79,0.6203,0.6148,4.1410,3.57,0.00,0.228,3.57,0.6203,-0.34,0.6203,-4.25,0.0253,-12.06,0.0127
gap_fill_wide,ZF,1.25,1.25,1.0,163,84,0.5833,0.7473,3.6864,8.39,0.00,79,0.6203,0.6148,4.1410,3.57,0.00,0.228,3.57,0.6203,-0.34,0.6203,-4.25,0.0253,-12.06,0.0127
gap_fill_wide,ZF,1.25,1.5,1.0,86,48,0.6250,1.1343,3.6256,13.68,0.00,38,0.6053,0.7452,3.0913,4.41,0.00,0.282,4.41,0.6053,0.50,0.6053,-3.41,0.0526,-11.22,0.0263
gap_fill_wide,ZF,1.25,1.0,1.5,86,48,0.6250,0.6312,2.7780,11.17,0.00,38,0.6053,0.3652,1.9572,3.11,0.00,0.199,3.11,0.6053,-0.79,0.6053,-4.70,0.0526,-12.51,0.0263
gap_fill_wide,ZF,1.25,1.25,1.5,28,15,0.6000,1.2935,2.1872,30.45,0.00,13,0.5385,0.4038,1.0421,4.51,0.00,0.288,4.51,0.5385,0.60,0.5385,-3.31,0.1538,-11.12,0.0769
gap_fill_wide,ZF,1.25,1.5,1.5,19,11,0.6364,1.7032,2.2859,44.59,0.00,8,0.3750,0.1016,0.1841,3.17,0.00,0.203,3.17,0.3750,-0.73,0.3750,-4.64,0.1250,-12.45,0.1250
gap_fill_wide,ZF,1.25,1.0,2.0,28,15,0.6667,1.1608,2.4246,41.37,0.00,13,0.6154,0.4088,1.2261,12.53,0.00,0.802,12.53,0.6154,8.63,0.6154,4.72,0.2308,-3.09,0.1538
gap_fill_wide,ZF,1.25,1.25,2.0,15,11,0.7273,1.5829,2.7373,60.98,0.00,4,0.5000,0.4761,0.5583,32.37,0.00,∞,32.37,0.5000,28.46,0.5000,24.55,0.5000,16.74,0.5000
gap_fill_wide,ZF,1.25,1.5,2.0,13,9,0.6667,1.6213,2.2709,64.11,0.00,4,0.5000,0.4761,0.5583,32.37,0.00,∞,32.37,0.5000,28.46,0.5000,24.55,0.5000,16.74,0.5000
